x, y, z, r, g, b
18, 34, 36, 1.8, 3.4, 3.6
18, 35, 36, 1.8, 3.5, 3.6
18, 36, 36, 1.8, 3.6, 3.6
18, 37, 36, 1.8, 3.7, 3.6
18, 38, 36, 1.8, 3.8, 3.6
18, 39, 36, 1.8, 3.9, 3.6
18, 40, 36, 1.8, 4.0, 3.6
18, 41, 36, 1.8, 4.1, 3.6
18, 42, 36, 1.8, 4.2, 3.6
18, 43, 36, 1.8, 4.3, 3.6
18, 44, 36, 1.8, 4.4, 3.6
18, 45, 36, 1.8, 4.5, 3.6
18, 46, 36, 1.8, 4.6, 3.6
18, 47, 36, 1.8, 4.7, 3.6
18, 48, 36, 1.8, 4.8, 3.6
18, 49, 36, 1.8, 4.9, 3.6
18, 50, 36, 1.8, 5.0, 3.6
18, 51, 36, 1.8, 5.1, 3.6
18, 52, 36, 1.8, 5.2, 3.6
18, 53, 36, 1.8, 5.3, 3.6
18, 54, 36, 1.8, 5.4, 3.6
18, 55, 36, 1.8, 5.5, 3.6
18, 56, 36, 1.8, 5.6, 3.6
18, 57, 36, 1.8, 5.7, 3.6
18, 58, 36, 1.8, 5.8, 3.6
18, 59, 36, 1.8, 5.9, 3.6
18, 60, 36, 1.8, 6.0, 3.6
18, 61, 36, 1.8, 6.1, 3.6
18, 62, 36, 1.8, 6.2, 3.6
18, 63, 36, 1.8, 6.3, 3.6
18, 64, 36, 1.8, 6.4, 3.6
18, 65, 36, 1.8, 6.5, 3.6
18, 66, 36, 1.8, 6.6, 3.6
18, 67, 36, 1.8, 6.7, 3.6
18, 68, 36, 1.8, 6.8, 3.6
18, 69, 36, 1.8, 6.9, 3.6
18, 70, 36, 1.8, 7.0, 3.6
18, 71, 36, 1.8, 7.1, 3.6
18, 72, 36, 1.8, 7.2, 3.6
18, 73, 36, 1.8, 7.3, 3.6
18, 74, 36, 1.8, 7.4, 3.6
18, 75, 36, 1.8, 7.5, 3.6
18, 76, 36, 1.8, 7.6, 3.6
18, 77, 36, 1.8, 7.7, 3.6
18, 78, 36, 1.8, 7.8, 3.6
18, 79, 36, 1.8, 7.9, 3.6
18, 80, 36, 1.8, 8.0, 3.6
18, 81, 36, 1.8, 8.1, 3.6
18, 82, 36, 1.8, 8.2, 3.6
18, 83, 36, 1.8, 8.3, 3.6
18, 84, 36, 1.8, 8.4, 3.6
18, 85, 36, 1.8, 8.5, 3.6
18, 86, 36, 1.8, 8.6, 3.6
18, 87, 36, 1.8, 8.7, 3.6
18, 88, 36, 1.8, 8.8, 3.6
18, 89, 36, 1.8, 8.9, 3.6
18, 90, 36, 1.8, 9.0, 3.6
18, 91, 36, 1.8, 9.1, 3.6
18, 92, 36, 1.8, 9.2, 3.6
18, 93, 36, 1.8, 9.3, 3.6
18, 94, 36, 1.8, 9.4, 3.6
18, 95, 36, 1.8, 9.5, 3.6
18, 96, 36, 1.8, 9.6, 3.6
18, 97, 36, 1.8, 9.7, 3.6
18, 98, 36, 1.8, 9.8, 3.6
18, 99, 36, 1.8, 9.9, 3.6
18, 100, 36, 1.8, 10.0, 3.6
19, -100, -38, 1.9, 10.0, 3.8
19, -99, -38, 1.9, 9.9, 3.8
19, -98, -38, 1.9, 9.8, 3.8
19, -97, -38, 1.9, 9.7, 3.8
19, -96, -38, 1.9, 9.6, 3.8
19, -95, -38, 1.9, 9.5, 3.8
19, -94, -38, 1.9, 9.4, 3.8
19, -93, -38, 1.9, 9.3, 3.8
19, -92, -38, 1.9, 9.2, 3.8
19, -91, -38, 1.9, 9.1, 3.8
19, -90, -38, 1.9, 9.0, 3.8
19, -89, -38, 1.9, 8.9, 3.8
19, -88, -38, 1.9, 8.8, 3.8
19, -87, -38, 1.9, 8.7, 3.8
19, -86, -38, 1.9, 8.6, 3.8
19, -85, -38, 1.9, 8.5, 3.8
19, -84, -38, 1.9, 8.4, 3.8
19, -83, -38, 1.9, 8.3, 3.8
19, -82, -38, 1.9, 8.2, 3.8
19, -81, -38, 1.9, 8.1, 3.8
19, -80, -38, 1.9, 8.0, 3.8
19, -79, -38, 1.9, 7.9, 3.8
19, -78, -38, 1.9, 7.8, 3.8
19, -77, -38, 1.9, 7.7, 3.8
19, -76, -38, 1.9, 7.6, 3.8
19, -75, -38, 1.9, 7.5, 3.8
19, -74, -38, 1.9, 7.4, 3.8
19, -73, -38, 1.9, 7.3, 3.8
19, -72, -38, 1.9, 7.2, 3.8
19, -71, -38, 1.9, 7.1, 3.8
19, -70, -38, 1.9, 7.0, 3.8
19, -69, -38, 1.9, 6.9, 3.8
19, -68, -38, 1.9, 6.8, 3.8
19, -67, -38, 1.9, 6.7, 3.8
19, -66, -38, 1.9, 6.6, 3.8
19, -65, -38, 1.9, 6.5, 3.8
19, -64, -38, 1.9, 6.4, 3.8
19, -63, -38, 1.9, 6.3, 3.8
19, -62, -38, 1.9, 6.2, 3.8
19, -61, -38, 1.9, 6.1, 3.8
19, -60, -38, 1.9, 6.0, 3.8
19, -59, -38, 1.9, 5.9, 3.8
19, -58, -38, 1.9, 5.8, 3.8
19, -57, -38, 1.9, 5.7, 3.8
19, -56, -38, 1.9, 5.6, 3.8
19, -55, -38, 1.9, 5.5, 3.8
19, -54, -38, 1.9, 5.4, 3.8
19, -53, -38, 1.9, 5.3, 3.8
19, -52, -38, 1.9, 5.2, 3.8
19, -51, -38, 1.9, 5.1, 3.8
19, -50, -38, 1.9, 5.0, 3.8
19, -49, -38, 1.9, 4.9, 3.8
19, -48, -38, 1.9, 4.8, 3.8
19, -47, -38, 1.9, 4.7, 3.8
19, -46, -38, 1.9, 4.6, 3.8
19, -45, -38, 1.9, 4.5, 3.8
19, -44, -38, 1.9, 4.4, 3.8
19, -43, -38, 1.9, 4.3, 3.8
19, -42, -38, 1.9, 4.2, 3.8
19, -41, -38, 1.9, 4.1, 3.8
19, -40, -38, 1.9, 4.0, 3.8
19, -39, -38, 1.9, 3.9, 3.8
19, -38, -38, 1.9, 3.8, 3.8
19, -37, -38, 1.9, 3.7, 3.8
19, -36, -38, 1.9, 3.6, 3.8
19, -35, -38, 1.9, 3.5, 3.8
19, -34, -38, 1.9, 3.4, 3.8
19, -33, -38, 1.9, 3.3, 3.8
19, -32, -38, 1.9, 3.2, 3.8
19, -31, -38, 1.9, 3.1, 3.8
19, -30, -38, 1.9, 3.0, 3.8
19, -29, -38, 1.9, 2.9, 3.8
19, -28, -38, 1.9, 2.8, 3.8
19, -27, -38, 1.9, 2.7, 3.8
19, -26, -38, 1.9, 2.6, 3.8
19, -25, -38, 1.9, 2.5, 3.8
19, -24, -38, 1.9, 2.4, 3.8
19, -23, -38, 1.9, 2.3, 3.8
19, -22, -38, 1.9, 2.2, 3.8
19, -21, -38, 1.9, 2.1, 3.8
19, -20, -38, 1.9, 2.0, 3.8
19, -19, -38, 1.9, 1.9, 3.8
19, -18, -36, 1.9, 1.8, 3.6
19, -17, -34, 1.9, 1.7, 3.4
19, -16, -32, 1.9, 1.6, 3.2
19, -15, -30, 1.9, 1.5, 3.0
19, -14, -28, 1.9, 1.4, 2.8
19, -13, -26, 1.9, 1.3, 2.6
19, -12, -24, 1.9, 1.2, 2.4
19, -11, -22, 1.9, 1.1, 2.2
19, -10, -20, 1.9, 1.0, 2.0
19, -9, -18, 1.9, 0.9, 1.8
19, -8, -16, 1.9, 0.8, 1.6
19, -7, -14, 1.9, 0.7, 1.4
19, -6, -12, 1.9, 0.6, 1.2
19, -5, -10, 1.9, 0.5, 1.0
19, -4, -8, 1.9, 0.4, 0.8
19, -3, -6, 1.9, 0.3, 0.6
19, -2, -4, 1.9, 0.2, 0.4
19, -1, -2, 1.9, 0.1, 0.2
19, 0, 0, 1.9, 0.0, 0.0
19, 1, 2, 1.9, 0.1, 0.2
19, 2, 4, 1.9, 0.2, 0.4
19, 3, 6, 1.9, 0.3, 0.6
19, 4, 8, 1.9, 0.4, 0.8
19, 5, 10, 1.9, 0.5, 1.0
19, 6, 12, 1.9, 0.6, 1.2
19, 7, 14, 1.9, 0.7, 1.4
19, 8, 16, 1.9, 0.8, 1.6
19, 9, 18, 1.9, 0.9, 1.8
19, 10, 20, 1.9, 1.0, 2.0
19, 11, 22, 1.9, 1.1, 2.2
19, 12, 24, 1.9, 1.2, 2.4
19, 13, 26, 1.9, 1.3, 2.6
19, 14, 28, 1.9, 1.4, 2.8
19, 15, 30, 1.9, 1.5, 3.0
19, 16, 32, 1.9, 1.6, 3.2
19, 17, 34, 1.9, 1.7, 3.4
19, 18, 36, 1.9, 1.8, 3.6
19, 19, 38, 1.9, 1.9, 3.8
19, 20, 38, 1.9, 2.0, 3.8
19, 21, 38, 1.9, 2.1, 3.8
19, 22, 38, 1.9, 2.2, 3.8
19, 23, 38, 1.9, 2.3, 3.8
19, 24, 38, 1.9, 2.4, 3.8
19, 25, 38, 1.9, 2.5, 3.8
19, 26, 38, 1.9, 2.6, 3.8
19, 27, 38, 1.9, 2.7, 3.8
19, 28, 38, 1.9, 2.8, 3.8
19, 29, 38, 1.9, 2.9, 3.8
19, 30, 38, 1.9, 3.0, 3.8
19, 31, 38, 1.9, 3.1, 3.8
19, 32, 38, 1.9, 3.2, 3.8
19, 33, 38, 1.9, 3.3, 3.8
19, 34, 38, 1.9, 3.4, 3.8
19, 35, 38, 1.9, 3.5, 3.8
19, 36, 38, 1.9, 3.6, 3.8
19, 37, 38, 1.9, 3.7, 3.8
19, 38, 38, 1.9, 3.8, 3.8
19, 39, 38, 1.9, 3.9, 3.8
19, 40, 38, 1.9, 4.0, 3.8
19, 41, 38, 1.9, 4.1, 3.8
19, 42, 38, 1.9, 4.2, 3.8
19, 43, 38, 1.9, 4.3, 3.8
19, 44, 38, 1.9, 4.4, 3.8
19, 45, 38, 1.9, 4.5, 3.8
19, 46, 38, 1.9, 4.6, 3.8
19, 47, 38, 1.9, 4.7, 3.8
19, 48, 38, 1.9, 4.8, 3.8
19, 49, 38, 1.9, 4.9, 3.8
19, 50, 38, 1.9, 5.0, 3.8
19, 51, 38, 1.9, 5.1, 3.8
19, 52, 38, 1.9, 5.2, 3.8
19, 53, 38, 1.9, 5.3, 3.8
19, 54, 38, 1.9, 5.4, 3.8
19, 55, 38, 1.9, 5.5, 3.8
19, 56, 38, 1.9, 5.6, 3.8
19, 57, 38, 1.9, 5.7, 3.8
19, 58, 38, 1.9, 5.8, 3.8
19, 59, 38, 1.9, 5.9, 3.8
19, 60, 38, 1.9, 6.0, 3.8
19, 61, 38, 1.9, 6.1, 3.8
19, 62, 38, 1.9, 6.2, 3.8
19, 63, 38, 1.9, 6.3, 3.8
19, 64, 38, 1.9, 6.4, 3.8
19, 65, 38, 1.9, 6.5, 3.8
19, 66, 38, 1.9, 6.6, 3.8
19, 67, 38, 1.9, 6.7, 3.8
19, 68, 38, 1.9, 6.8, 3.8
19, 69, 38, 1.9, 6.9, 3.8
19, 70, 38, 1.9, 7.0, 3.8
19, 71, 38, 1.9, 7.1, 3.8
19, 72, 38, 1.9, 7.2, 3.8
19, 73, 38, 1.9, 7.3, 3.8
19, 74, 38, 1.9, 7.4, 3.8
19, 75, 38, 1.9, 7.5, 3.8
19, 76, 38, 1.9, 7.6, 3.8
19, 77, 38, 1.9, 7.7, 3.8
19, 78, 38, 1.9, 7.8, 3.8
19, 79, 38, 1.9, 7.9, 3.8
19, 80, 38, 1.9, 8.0, 3.8
19, 81, 38, 1.9, 8.1, 3.8
19, 82, 38, 1.9, 8.2, 3.8
19, 83, 38, 1.9, 8.3, 3.8
19, 84, 38, 1.9, 8.4, 3.8
19, 85, 38, 1.9, 8.5, 3.8
19, 86, 38, 1.9, 8.6, 3.8
19, 87, 38, 1.9, 8.7, 3.8
19, 88, 38, 1.9, 8.8, 3.8
19, 89, 38, 1.9, 8.9, 3.8
19, 90, 38, 1.9, 9.0, 3.8
19, 91, 38, 1.9, 9.1, 3.8
19, 92, 38, 1.9, 9.2, 3.8
19, 93, 38, 1.9, 9.3, 3.8
19, 94, 38, 1.9, 9.4, 3.8
19, 95, 38, 1.9, 9.5, 3.8
19, 96, 38, 1.9, 9.6, 3.8
19, 97, 38, 1.9, 9.7, 3.8
19, 98, 38, 1.9, 9.8, 3.8
19, 99, 38, 1.9, 9.9, 3.8
19, 100, 38, 1.9, 10.0, 3.8
20, -100, -40, 2.0, 10.0, 4.0
20, -99, -40, 2.0, 9.9, 4.0
20, -98, -40, 2.0, 9.8, 4.0
20, -97, -40, 2.0, 9.7, 4.0
20, -96, -40, 2.0, 9.6, 4.0
20, -95, -40, 2.0, 9.5, 4.0
20, -94, -40, 2.0, 9.4, 4.0
20, -93, -40, 2.0, 9.3, 4.0
20, -92, -40, 2.0, 9.2, 4.0
20, -91, -40, 2.0, 9.1, 4.0
20, -90, -40, 2.0, 9.0, 4.0
20, -89, -40, 2.0, 8.9, 4.0
20, -88, -40, 2.0, 8.8, 4.0
20, -87, -40, 2.0, 8.7, 4.0
20, -86, -40, 2.0, 8.6, 4.0
20, -85, -40, 2.0, 8.5, 4.0
20, -84, -40, 2.0, 8.4, 4.0
20, -83, -40, 2.0, 8.3, 4.0
20, -82, -40, 2.0, 8.2, 4.0
20, -81, -40, 2.0, 8.1, 4.0
20, -80, -40, 2.0, 8.0, 4.0
20, -79, -40, 2.0, 7.9, 4.0
20, -78, -40, 2.0, 7.8, 4.0
20, -77, -40, 2.0, 7.7, 4.0
20, -76, -40, 2.0, 7.6, 4.0
20, -75, -40, 2.0, 7.5, 4.0
20, -74, -40, 2.0, 7.4, 4.0
20, -73, -40, 2.0, 7.3, 4.0
20, -72, -40, 2.0, 7.2, 4.0
20, -71, -40, 2.0, 7.1, 4.0
20, -70, -40, 2.0, 7.0, 4.0
20, -69, -40, 2.0, 6.9, 4.0
20, -68, -40, 2.0, 6.8, 4.0
20, -67, -40, 2.0, 6.7, 4.0
20, -66, -40, 2.0, 6.6, 4.0
20, -65, -40, 2.0, 6.5, 4.0
20, -64, -40, 2.0, 6.4, 4.0
20, -63, -40, 2.0, 6.3, 4.0
20, -62, -40, 2.0, 6.2, 4.0
20, -61, -40, 2.0, 6.1, 4.0
20, -60, -40, 2.0, 6.0, 4.0
20, -59, -40, 2.0, 5.9, 4.0
20, -58, -40, 2.0, 5.8, 4.0
20, -57, -40, 2.0, 5.7, 4.0
20, -56, -40, 2.0, 5.6, 4.0
20, -55, -40, 2.0, 5.5, 4.0
20, -54, -40, 2.0, 5.4, 4.0
20, -53, -40, 2.0, 5.3, 4.0
20, -52, -40, 2.0, 5.2, 4.0
20, -51, -40, 2.0, 5.1, 4.0
20, -50, -40, 2.0, 5.0, 4.0
20, -49, -40, 2.0, 4.9, 4.0
20, -48, -40, 2.0, 4.8, 4.0
20, -47, -40, 2.0, 4.7, 4.0
20, -46, -40, 2.0, 4.6, 4.0
20, -45, -40, 2.0, 4.5, 4.0
20, -44, -40, 2.0, 4.4, 4.0
20, -43, -40, 2.0, 4.3, 4.0
20, -42, -40, 2.0, 4.2, 4.0
20, -41, -40, 2.0, 4.1, 4.0
20, -40, -40, 2.0, 4.0, 4.0
20, -39, -40, 2.0, 3.9, 4.0
20, -38, -40, 2.0, 3.8, 4.0
20, -37, -40, 2.0, 3.7, 4.0
20, -36, -40, 2.0, 3.6, 4.0
20, -35, -40, 2.0, 3.5, 4.0
20, -34, -40, 2.0, 3.4, 4.0
20, -33, -40, 2.0, 3.3, 4.0
20, -32, -40, 2.0, 3.2, 4.0
20, -31, -40, 2.0, 3.1, 4.0
20, -30, -40, 2.0, 3.0, 4.0
20, -29, -40, 2.0, 2.9, 4.0
20, -28, -40, 2.0, 2.8, 4.0
20, -27, -40, 2.0, 2.7, 4.0
20, -26, -40, 2.0, 2.6, 4.0
20, -25, -40, 2.0, 2.5, 4.0
20, -24, -40, 2.0, 2.4, 4.0
20, -23, -40, 2.0, 2.3, 4.0
20, -22, -40, 2.0, 2.2, 4.0
20, -21, -40, 2.0, 2.1, 4.0
20, -20, -40, 2.0, 2.0, 4.0
20, -19, -38, 2.0, 1.9, 3.8
20, -18, -36, 2.0, 1.8, 3.6
20, -17, -34, 2.0, 1.7, 3.4
20, -16, -32, 2.0, 1.6, 3.2
20, -15, -30, 2.0, 1.5, 3.0
20, -14, -28, 2.0, 1.4, 2.8
20, -13, -26, 2.0, 1.3, 2.6
20, -12, -24, 2.0, 1.2, 2.4
20, -11, -22, 2.0, 1.1, 2.2
20, -10, -20, 2.0, 1.0, 2.0
20, -9, -18, 2.0, 0.9, 1.8
20, -8, -16, 2.0, 0.8, 1.6
20, -7, -14, 2.0, 0.7, 1.4
20, -6, -12, 2.0, 0.6, 1.2
20, -5, -10, 2.0, 0.5, 1.0
20, -4, -8, 2.0, 0.4, 0.8
20, -3, -6, 2.0, 0.3, 0.6
20, -2, -4, 2.0, 0.2, 0.4
20, -1, -2, 2.0, 0.1, 0.2
20, 0, 0, 2.0, 0.0, 0.0
20, 1, 2, 2.0, 0.1, 0.2
20, 2, 4, 2.0, 0.2, 0.4
20, 3, 6, 2.0, 0.3, 0.6
20, 4, 8, 2.0, 0.4, 0.8
20, 5, 10, 2.0, 0.5, 1.0
20, 6, 12, 2.0, 0.6, 1.2
20, 7, 14, 2.0, 0.7, 1.4
20, 8, 16, 2.0, 0.8, 1.6
20, 9, 18, 2.0, 0.9, 1.8
20, 10, 20, 2.0, 1.0, 2.0
20, 11, 22, 2.0, 1.1, 2.2
20, 12, 24, 2.0, 1.2, 2.4
20, 13, 26, 2.0, 1.3, 2.6
20, 14, 28, 2.0, 1.4, 2.8
20, 15, 30, 2.0, 1.5, 3.0
20, 16, 32, 2.0, 1.6, 3.2
20, 17, 34, 2.0, 1.7, 3.4
20, 18, 36, 2.0, 1.8, 3.6
20, 19, 38, 2.0, 1.9, 3.8
20, 20, 40, 2.0, 2.0, 4.0
20, 21, 40, 2.0, 2.1, 4.0
20, 22, 40, 2.0, 2.2, 4.0
20, 23, 40, 2.0, 2.3, 4.0
20, 24, 40, 2.0, 2.4, 4.0
20, 25, 40, 2.0, 2.5, 4.0
20, 26, 40, 2.0, 2.6, 4.0
20, 27, 40, 2.0, 2.7, 4.0
20, 28, 40, 2.0, 2.8, 4.0
20, 29, 40, 2.0, 2.9, 4.0
20, 30, 40, 2.0, 3.0, 4.0
20, 31, 40, 2.0, 3.1, 4.0
20, 32, 40, 2.0, 3.2, 4.0
20, 33, 40, 2.0, 3.3, 4.0
20, 34, 40, 2.0, 3.4, 4.0
20, 35, 40, 2.0, 3.5, 4.0
20, 36, 40, 2.0, 3.6, 4.0
20, 37, 40, 2.0, 3.7, 4.0
20, 38, 40, 2.0, 3.8, 4.0
20, 39, 40, 2.0, 3.9, 4.0
20, 40, 40, 2.0, 4.0, 4.0
20, 41, 40, 2.0, 4.1, 4.0
20, 42, 40, 2.0, 4.2, 4.0
20, 43, 40, 2.0, 4.3, 4.0
20, 44, 40, 2.0, 4.4, 4.0
20, 45, 40, 2.0, 4.5, 4.0
20, 46, 40, 2.0, 4.6, 4.0
20, 47, 40, 2.0, 4.7, 4.0
20, 48, 40, 2.0, 4.8, 4.0
20, 49, 40, 2.0, 4.9, 4.0
20, 50, 40, 2.0, 5.0, 4.0
20, 51, 40, 2.0, 5.1, 4.0
20, 52, 40, 2.0, 5.2, 4.0
20, 53, 40, 2.0, 5.3, 4.0
20, 54, 40, 2.0, 5.4, 4.0
20, 55, 40, 2.0, 5.5, 4.0
20, 56, 40, 2.0, 5.6, 4.0
20, 57, 40, 2.0, 5.7, 4.0
20, 58, 40, 2.0, 5.8, 4.0
20, 59, 40, 2.0, 5.9, 4.0
20, 60, 40, 2.0, 6.0, 4.0
20, 61, 40, 2.0, 6.1, 4.0
20, 62, 40, 2.0, 6.2, 4.0
20, 63, 40, 2.0, 6.3, 4.0
20, 64, 40, 2.0, 6.4, 4.0
20, 65, 40, 2.0, 6.5, 4.0
20, 66, 40, 2.0, 6.6, 4.0
20, 67, 40, 2.0, 6.7, 4.0
20, 68, 40, 2.0, 6.8, 4.0
20, 69, 40, 2.0, 6.9, 4.0
20, 70, 40, 2.0, 7.0, 4.0
20, 71, 40, 2.0, 7.1, 4.0
20, 72, 40, 2.0, 7.2, 4.0
20, 73, 40, 2.0, 7.3, 4.0
20, 74, 40, 2.0, 7.4, 4.0
20, 75, 40, 2.0, 7.5, 4.0
20, 76, 40, 2.0, 7.6, 4.0
20, 77, 40, 2.0, 7.7, 4.0
20, 78, 40, 2.0, 7.8, 4.0
20, 79, 40, 2.0, 7.9, 4.0
20, 80, 40, 2.0, 8.0, 4.0
20, 81, 40, 2.0, 8.1, 4.0
20, 82, 40, 2.0, 8.2, 4.0
20, 83, 40, 2.0, 8.3, 4.0
20, 84, 40, 2.0, 8.4, 4.0
20, 85, 40, 2.0, 8.5, 4.0
20, 86, 40, 2.0, 8.6, 4.0
20, 87, 40, 2.0, 8.7, 4.0
20, 88, 40, 2.0, 8.8, 4.0
20, 89, 40, 2.0, 8.9, 4.0
20, 90, 40, 2.0, 9.0, 4.0
20, 91, 40, 2.0, 9.1, 4.0
20, 92, 40, 2.0, 9.2, 4.0
20, 93, 40, 2.0, 9.3, 4.0
20, 94, 40, 2.0, 9.4, 4.0
20, 95, 40, 2.0, 9.5, 4.0
20, 96, 40, 2.0, 9.6, 4.0
20, 97, 40, 2.0, 9.7, 4.0
20, 98, 40, 2.0, 9.8, 4.0
20, 99, 40, 2.0, 9.9, 4.0
20, 100, 40, 2.0, 10.0, 4.0
21, -100, -42, 2.1, 10.0, 4.2
21, -99, -42, 2.1, 9.9, 4.2
21, -98, -42, 2.1, 9.8, 4.2
21, -97, -42, 2.1, 9.7, 4.2
21, -96, -42, 2.1, 9.6, 4.2
21, -95, -42, 2.1, 9.5, 4.2
21, -94, -42, 2.1, 9.4, 4.2
21, -93, -42, 2.1, 9.3, 4.2
21, -92, -42, 2.1, 9.2, 4.2
21, -91, -42, 2.1, 9.1, 4.2
21, -90, -42, 2.1, 9.0, 4.2
21, -89, -42, 2.1, 8.9, 4.2
21, -88, -42, 2.1, 8.8, 4.2
21, -87, -42, 2.1, 8.7, 4.2
21, -86, -42, 2.1, 8.6, 4.2
21, -85, -42, 2.1, 8.5, 4.2
21, -84, -42, 2.1, 8.4, 4.2
21, -83, -42, 2.1, 8.3, 4.2
21, -82, -42, 2.1, 8.2, 4.2
21, -81, -42, 2.1, 8.1, 4.2
21, -80, -42, 2.1, 8.0, 4.2
21, -79, -42, 2.1, 7.9, 4.2
21, -78, -42, 2.1, 7.8, 4.2
21, -77, -42, 2.1, 7.7, 4.2
21, -76, -42, 2.1, 7.6, 4.2
21, -75, -42, 2.1, 7.5, 4.2
21, -74, -42, 2.1, 7.4, 4.2
21, -73, -42, 2.1, 7.3, 4.2
21, -72, -42, 2.1, 7.2, 4.2
21, -71, -42, 2.1, 7.1, 4.2
21, -70, -42, 2.1, 7.0, 4.2
21, -69, -42, 2.1, 6.9, 4.2
21, -68, -42, 2.1, 6.8, 4.2
21, -67, -42, 2.1, 6.7, 4.2
21, -66, -42, 2.1, 6.6, 4.2
21, -65, -42, 2.1, 6.5, 4.2
21, -64, -42, 2.1, 6.4, 4.2
21, -63, -42, 2.1, 6.3, 4.2
21, -62, -42, 2.1, 6.2, 4.2
21, -61, -42, 2.1, 6.1, 4.2
21, -60, -42, 2.1, 6.0, 4.2
21, -59, -42, 2.1, 5.9, 4.2
21, -58, -42, 2.1, 5.8, 4.2
21, -57, -42, 2.1, 5.7, 4.2
21, -56, -42, 2.1, 5.6, 4.2
21, -55, -42, 2.1, 5.5, 4.2
21, -54, -42, 2.1, 5.4, 4.2
21, -53, -42, 2.1, 5.3, 4.2
21, -52, -42, 2.1, 5.2, 4.2
21, -51, -42, 2.1, 5.1, 4.2
21, -50, -42, 2.1, 5.0, 4.2
21, -49, -42, 2.1, 4.9, 4.2
21, -48, -42, 2.1, 4.8, 4.2
21, -47, -42, 2.1, 4.7, 4.2
21, -46, -42, 2.1, 4.6, 4.2
21, -45, -42, 2.1, 4.5, 4.2
21, -44, -42, 2.1, 4.4, 4.2
21, -43, -42, 2.1, 4.3, 4.2
21, -42, -42, 2.1, 4.2, 4.2
21, -41, -42, 2.1, 4.1, 4.2
21, -40, -42, 2.1, 4.0, 4.2
21, -39, -42, 2.1, 3.9, 4.2
21, -38, -42, 2.1, 3.8, 4.2
21, -37, -42, 2.1, 3.7, 4.2
21, -36, -42, 2.1, 3.6, 4.2
21, -35, -42, 2.1, 3.5, 4.2
21, -34, -42, 2.1, 3.4, 4.2
21, -33, -42, 2.1, 3.3, 4.2
21, -32, -42, 2.1, 3.2, 4.2
21, -31, -42, 2.1, 3.1, 4.2
21, -30, -42, 2.1, 3.0, 4.2
21, -29, -42, 2.1, 2.9, 4.2
21, -28, -42, 2.1, 2.8, 4.2
21, -27, -42, 2.1, 2.7, 4.2
21, -26, -42, 2.1, 2.6, 4.2
21, -25, -42, 2.1, 2.5, 4.2
21, -24, -42, 2.1, 2.4, 4.2
21, -23, -42, 2.1, 2.3, 4.2
21, -22, -42, 2.1, 2.2, 4.2
21, -21, -42, 2.1, 2.1, 4.2
21, -20, -40, 2.1, 2.0, 4.0
21, -19, -38, 2.1, 1.9, 3.8
21, -18, -36, 2.1, 1.8, 3.6
21, -17, -34, 2.1, 1.7, 3.4
21, -16, -32, 2.1, 1.6, 3.2
21, -15, -30, 2.1, 1.5, 3.0
21, -14, -28, 2.1, 1.4, 2.8
21, -13, -26, 2.1, 1.3, 2.6
21, -12, -24, 2.1, 1.2, 2.4
21, -11, -22, 2.1, 1.1, 2.2
21, -10, -20, 2.1, 1.0, 2.0
21, -9, -18, 2.1, 0.9, 1.8
21, -8, -16, 2.1, 0.8, 1.6
21, -7, -14, 2.1, 0.7, 1.4
21, -6, -12, 2.1, 0.6, 1.2
21, -5, -10, 2.1, 0.5, 1.0
21, -4, -8, 2.1, 0.4, 0.8
21, -3, -6, 2.1, 0.3, 0.6
21, -2, -4, 2.1, 0.2, 0.4
21, -1, -2, 2.1, 0.1, 0.2
21, 0, 0, 2.1, 0.0, 0.0
21, 1, 2, 2.1, 0.1, 0.2
21, 2, 4, 2.1, 0.2, 0.4
21, 3, 6, 2.1, 0.3, 0.6
21, 4, 8, 2.1, 0.4, 0.8
21, 5, 10, 2.1, 0.5, 1.0
21, 6, 12, 2.1, 0.6, 1.2
21, 7, 14, 2.1, 0.7, 1.4
21, 8, 16, 2.1, 0.8, 1.6
21, 9, 18, 2.1, 0.9, 1.8
21, 10, 20, 2.1, 1.0, 2.0
21, 11, 22, 2.1, 1.1, 2.2
21, 12, 24, 2.1, 1.2, 2.4
21, 13, 26, 2.1, 1.3, 2.6
21, 14, 28, 2.1, 1.4, 2.8
21, 15, 30, 2.1, 1.5, 3.0
21, 16, 32, 2.1, 1.6, 3.2
21, 17, 34, 2.1, 1.7, 3.4
21, 18, 36, 2.1, 1.8, 3.6
21, 19, 38, 2.1, 1.9, 3.8
21, 20, 40, 2.1, 2.0, 4.0
21, 21, 42, 2.1, 2.1, 4.2
21, 22, 42, 2.1, 2.2, 4.2
21, 23, 42, 2.1, 2.3, 4.2
21, 24, 42, 2.1, 2.4, 4.2
21, 25, 42, 2.1, 2.5, 4.2
21, 26, 42, 2.1, 2.6, 4.2
21, 27, 42, 2.1, 2.7, 4.2
21, 28, 42, 2.1, 2.8, 4.2
21, 29, 42, 2.1, 2.9, 4.2
21, 30, 42, 2.1, 3.0, 4.2
21, 31, 42, 2.1, 3.1, 4.2
21, 32, 42, 2.1, 3.2, 4.2
21, 33, 42, 2.1, 3.3, 4.2
21, 34, 42, 2.1, 3.4, 4.2
21, 35, 42, 2.1, 3.5, 4.2
21, 36, 42, 2.1, 3.6, 4.2
21, 37, 42, 2.1, 3.7, 4.2
21, 38, 42, 2.1, 3.8, 4.2
